chunk_id,article_url,article_title,section_category,chunk_index,total_chunks_in_article,word_count,estimated_tokens,chunk_type,has_code,has_list,heading_breadcrumb
halo_f29639bc_004_4efddf741778,https://usehalo.com/guide/creating-tickets-via-email/,Creating Tickets via Email,Raising Tickets,4,6,197,265,structural_h2,False,False,Creating Tickets via Email > Section 4
halo_f29639bc_005_386f6334e343,https://usehalo.com/guide/creating-tickets-via-email/,Creating Tickets via Email,Raising Tickets,5,6,197,265,structural_h2,False,False,Creating Tickets via Email > Section 5
halo_b19f8042_000_28e286e8f16e,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,0,6,101,136,structural_h2,False,False,Creating Tickets via Portal
halo_b19f8042_001_7b51384fdda7,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,1,6,177,238,structural_h2,False,False,Creating Tickets via Portal > Section 1
halo_b19f8042_002_87d5adb446fc,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,2,6,177,238,structural_h2,False,False,Creating Tickets via Portal > Section 2
halo_b19f8042_003_d945244c2b2d,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,3,6,177,238,structural_h2,False,False,Creating Tickets via Portal > Section 3
halo_b19f8042_004_62e35bc16053,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,4,6,177,238,structural_h2,False,False,Creating Tickets via Portal > Section 4
halo_b19f8042_005_64770fce8a0e,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,5,6,177,238,structural_h2,False,False,Creating Tickets via Portal > Section 5
halo_50e8485c_000_7878ad10b125,https://usehalo.com/guide/creating-tickets-manually/,Creating Tickets Manually,Raising Tickets,0,3,50,67,structural_h2,False,False,Creating Tickets Manually
halo_50e8485c_001_e0e42b072ada,https://usehalo.com/guide/creating-tickets-manually/,Creating Tickets Manually,Raising Tickets,1,3,229,309,structural_h2,False,False,Creating Tickets Manually > Section 1
halo_50e8485c_002_3d9b45b81d08,https://usehalo.com/guide/creating-tickets-manually/,Creating Tickets Manually,Raising Tickets,2,3,229,309,structural_h2,False,False,Creating Tickets Manually > Section 2
halo_5556f326_000_d691d14fa8a9,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,0,5,116,156,structural_h2,False,False,Time Logging
halo_5556f326_001_079b5eb357ab,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,1,5,359,484,fixed_window,False,False,Time Logging > Section 1 > (part 1)
halo_5556f326_002_2309286ec7a5,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,2,5,166,224,fixed_window,False,False,Time Logging > Section 1 > (part 2)
halo_5556f326_003_60bd61864c43,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,3,5,359,484,fixed_window,False,False,Time Logging > Section 2 > (part 1)
halo_5556f326_004_e7d1e9aa7c08,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,4,5,166,224,fixed_window,False,False,Time Logging > Section 2 > (part 2)
halo_6af95cc1_000_d5ff7c865d65,https://usehalo.com/guide/sla-configuration/,SLA Configuration,SLA,0,4,79,106,structural_h2,False,False,SLA Configuration
halo_6af95cc1_001_c72729345b89,https://usehalo.com/guide/sla-configuration/,SLA Configuration,SLA,1,4,245,330,structural_h2,False,False,SLA Configuration > Section 1
halo_6af95cc1_002_c5281d1e6577,https://usehalo.com/guide/sla-configuration/,SLA Configuration,SLA,2,4,245,330,structural_h2,False,False,SLA Configuration > Section 2
halo_6af95cc1_003_6ded8d8961d2,https://usehalo.com/guide/sla-configuration/,SLA Configuration,SLA,3,4,245,330,structural_h2,False,False,SLA Configuration > Section 3
halo_aadaf771_000_a8969af2749d,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,0,7,147,198,structural_h2,False,False,Workdays/Work Hours
halo_aadaf771_001_cdeb50d11dd8,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,1,7,368,496,fixed_window,False,False,Workdays/Work Hours > Section 1 > (part 1)
halo_aadaf771_002_f9b15b79297a,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,2,7,113,152,fixed_window,False,False,Workdays/Work Hours > Section 1 > (part 2)
halo_aadaf771_003_addf80c5111f,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,3,7,368,496,fixed_window,False,False,Workdays/Work Hours > Section 2 > (part 1)
halo_aadaf771_004_f9b15b79297a,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,4,7,113,152,fixed_window,False,False,Workdays/Work Hours > Section 2 > (part 2)
halo_aadaf771_005_79df51ead847,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,5,7,368,496,fixed_window,False,False,Workdays/Work Hours > Section 3 > (part 1)
halo_aadaf771_006_f9b15b79297a,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,6,7,113,152,fixed_window,False,False,Workdays/Work Hours > Section 3 > (part 2)
halo_e1249ea6_000_0f18f9c41a1f,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,0,6,127,171,structural_h2,False,False,SLA Hold Reminders
halo_e1249ea6_001_3fa8d66984ee,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,1,6,227,306,structural_h2,False,False,SLA Hold Reminders > Section 1
halo_e1249ea6_002_0c660bf1f18d,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,2,6,227,306,structural_h2,False,False,SLA Hold Reminders > Section 2
halo_e1249ea6_003_470dd8c96efb,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,3,6,227,306,structural_h2,False,False,SLA Hold Reminders > Section 3
halo_e1249ea6_004_76a88052ffd5,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,4,6,227,306,structural_h2,False,False,SLA Hold Reminders > Section 4
halo_e1249ea6_005_449ece902167,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,5,6,227,306,structural_h2,False,False,SLA Hold Reminders > Section 5
halo_bc2a9d59_000_560b63ec7d75,https://usehalo.com/guide/sla-module/,SLA Module,SLA,0,4,97,130,structural_h2,False,False,SLA Module
halo_bc2a9d59_001_f9c7cfa86173,https://usehalo.com/guide/sla-module/,SLA Module,SLA,1,4,284,383,structural_h2,False,False,SLA Module > Section 1
halo_bc2a9d59_002_a94cc6d9d696,https://usehalo.com/guide/sla-module/,SLA Module,SLA,2,4,284,383,structural_h2,False,False,SLA Module > Section 2
halo_bc2a9d59_003_39a31c292b6a,https://usehalo.com/guide/sla-module/,SLA Module,SLA,3,4,284,383,structural_h2,False,False,SLA Module > Section 3
halo_f0e0d938_000_e5c3c80189c6,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,0,7,127,171,structural_h2,False,False,SLA Auto-Release Option
halo_f0e0d938_001_dbc38cd0d0c3,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,1,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 1
halo_f0e0d938_002_beefe6efb9b8,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,2,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 2
halo_f0e0d938_003_5c5ae4cc92ac,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,3,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 3
halo_f0e0d938_004_89b950c0feed,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,4,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 4
halo_f0e0d938_005_b124b7ffca58,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,5,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 5
halo_f0e0d938_006_2a0177657517,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,6,7,195,263,structural_h2,False,False,SLA Auto-Release Option > Section 6
halo_54e8f86e_000_8a56414d0b17,https://usehalo.com/guide/notification-configuration/,Notification Configuration,Email Configuration,0,3,81,109,structural_h2,False,False,Notification Configuration
halo_54e8f86e_001_a09405f79bf8,https://usehalo.com/guide/notification-configuration/,Notification Configuration,Email Configuration,1,3,365,492,fixed_window,False,False,Notification Configuration > Section 1 > (part 1)
halo_54e8f86e_002_135198b003e9,https://usehalo.com/guide/notification-configuration/,Notification Configuration,Email Configuration,2,3,345,465,fixed_window,False,False,Notification Configuration > Section 1 > (part 2)
halo_d81d1bc5_000_5ef99f47232a,https://usehalo.com/guide/notification-types/,Notification Types,Email Configuration,0,3,71,95,structural_h2,False,False,Notification Types
halo_d81d1bc5_001_990f126bcc9e,https://usehalo.com/guide/notification-types/,Notification Types,Email Configuration,1,3,360,486,fixed_window,False,False,Notification Types > Section 1 > (part 1)
halo_d81d1bc5_002_67cb5c87ca61,https://usehalo.com/guide/notification-types/,Notification Types,Email Configuration,2,3,300,405,fixed_window,False,False,Notification Types > Section 1 > (part 2)
halo_d9ea171d_000_78e11a096113,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,0,5,111,149,structural_h2,False,False,Editing System Email Templates
halo_d9ea171d_001_8c08640bbb46,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,1,5,257,346,structural_h2,False,False,Editing System Email Templates > Section 1
halo_d9ea171d_002_1a2b719125db,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,2,5,257,346,structural_h2,False,False,Editing System Email Templates > Section 2
halo_d9ea171d_003_7410203d48a9,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,3,5,257,346,structural_h2,False,False,Editing System Email Templates > Section 3
halo_d9ea171d_004_e1a6f1b969fe,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,4,5,257,346,structural_h2,False,False,Editing System Email Templates > Section 4
halo_6f092a5d_000_ab2f67f44193,https://usehalo.com/guide/custom-email-templates/,Custom Email Templates,Email Configuration,0,4,110,148,structural_h2,False,False,Custom Email Templates
halo_6f092a5d_001_6a4c0e6b183d,https://usehalo.com/guide/custom-email-templates/,Custom Email Templates,Email Configuration,1,4,318,429,structural_h2,False,False,Custom Email Templates > Section 1
halo_6f092a5d_002_cc3b3e6d36c3,https://usehalo.com/guide/custom-email-templates/,Custom Email Templates,Email Configuration,2,4,318,429,structural_h2,False,False,Custom Email Templates > Section 2
halo_6f092a5d_003_d163935b119c,https://usehalo.com/guide/custom-email-templates/,Custom Email Templates,Email Configuration,3,4,318,429,structural_h2,False,False,Custom Email Templates > Section 3
halo_a2050885_000_a0d736f9be1f,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,0,6,118,159,structural_h2,False,False,Message Groups
halo_a2050885_001_67ee93f2adf9,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,1,6,219,295,structural_h2,False,False,Message Groups > Section 1
halo_a2050885_002_ab8c0c821f1e,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,2,6,219,295,structural_h2,False,False,Message Groups > Section 2
halo_a2050885_003_5dd153f8e2ff,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,3,6,219,295,structural_h2,False,False,Message Groups > Section 3
halo_a2050885_004_3949a10974d1,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,4,6,219,295,structural_h2,False,False,Message Groups > Section 4
halo_a2050885_005_ba2674abc516,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,5,6,219,295,structural_h2,False,False,Message Groups > Section 5
halo_4cd38e0f_000_22e92faf6ed9,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,0,5,150,202,structural_h2,False,False,Email Template Groups
halo_4cd38e0f_001_f45d0876f122,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,1,5,362,488,fixed_window,False,False,Email Template Groups > Section 1 > (part 1)
halo_4cd38e0f_002_bc6bdc55e159,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,2,5,344,464,fixed_window,False,False,Email Template Groups > Section 1 > (part 2)
halo_4cd38e0f_004_26642b8106ac,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,3,5,362,488,fixed_window,False,False,Email Template Groups > Section 2 > (part 1)
halo_4cd38e0f_005_560b5a013ce2,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,4,5,344,464,fixed_window,False,False,Email Template Groups > Section 2 > (part 2)
halo_17a07bce_000_6421cc2f4203,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,0,5,119,160,structural_h2,False,False,Google Mailbox Setup
halo_17a07bce_001_990f126bcc9e,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,1,5,360,486,fixed_window,False,False,Google Mailbox Setup > Section 1 > (part 1)
halo_17a07bce_002_f874fa2d3385,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,2,5,190,256,fixed_window,False,False,Google Mailbox Setup > Section 1 > (part 2)
halo_17a07bce_003_5753a2b28031,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,3,5,360,486,fixed_window,False,False,Google Mailbox Setup > Section 2 > (part 1)
halo_17a07bce_004_cecf9cc244f2,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,4,5,190,256,fixed_window,False,False,Google Mailbox Setup > Section 2 > (part 2)
halo_e6770348_000_13d1308d582a,https://usehalo.com/guide/configuring-an-azure-mailbox/,Configuring an Azure Mailbox,Email Configuration,0,4,62,83,structural_h2,False,False,Configuring an Azure Mailbox
halo_e6770348_001_093833095627,https://usehalo.com/guide/configuring-an-azure-mailbox/,Configuring an Azure Mailbox,Email Configuration,1,4,197,265,structural_h2,False,False,Configuring an Azure Mailbox > Section 1
halo_e6770348_002_a9e744e7749c,https://usehalo.com/guide/configuring-an-azure-mailbox/,Configuring an Azure Mailbox,Email Configuration,2,4,197,265,structural_h2,False,False,Configuring an Azure Mailbox > Section 2
halo_e6770348_003_dc3cd979f475,https://usehalo.com/guide/configuring-an-azure-mailbox/,Configuring an Azure Mailbox,Email Configuration,3,4,197,265,structural_h2,False,False,Configuring an Azure Mailbox > Section 3
halo_0714fc81_000_e384b0d6d7fe,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,0,6,91,122,structural_h2,False,False,Outgoing Email Settings
halo_0714fc81_001_352147646f05,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,1,6,166,224,structural_h2,False,False,Outgoing Email Settings > Section 1
halo_0714fc81_002_dd63ce183417,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,2,6,166,224,structural_h2,False,False,Outgoing Email Settings > Section 2
halo_0714fc81_003_b4ffeaf91a7a,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,3,6,166,224,structural_h2,False,False,Outgoing Email Settings > Section 3
halo_0714fc81_004_e57c01606315,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,4,6,166,224,structural_h2,False,False,Outgoing Email Settings > Section 4
halo_0714fc81_005_7a61d071d158,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,5,6,166,224,structural_h2,False,False,Outgoing Email Settings > Section 5
halo_67feb442_000_13e9fa0cb636,https://usehalo.com/guide/email-rules/,Email Rules,Email Configuration,0,4,60,81,structural_h2,False,False,Email Rules
halo_67feb442_001_bbb6d7f90254,https://usehalo.com/guide/email-rules/,Email Rules,Email Configuration,1,4,177,238,structural_h2,False,False,Email Rules > Section 1
halo_67feb442_002_dbf332070212,https://usehalo.com/guide/email-rules/,Email Rules,Email Configuration,2,4,177,238,structural_h2,False,False,Email Rules > Section 2
halo_67feb442_003_379c6351845d,https://usehalo.com/guide/email-rules/,Email Rules,Email Configuration,3,4,177,238,structural_h2,False,False,Email Rules > Section 3
halo_14ebe299_000_8ee80aa1fab5,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,0,5,118,159,structural_h2,False,False,SMS Settings
halo_14ebe299_001_990f126bcc9e,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,1,5,360,486,fixed_window,False,False,SMS Settings > Section 1 > (part 1)
halo_14ebe299_002_33cee038dfde,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,2,5,200,270,fixed_window,False,False,SMS Settings > Section 1 > (part 2)
halo_14ebe299_003_5753a2b28031,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,3,5,360,486,fixed_window,False,False,SMS Settings > Section 2 > (part 1)
halo_14ebe299_004_9725eaeb1336,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,4,5,200,270,fixed_window,False,False,SMS Settings > Section 2 > (part 2)
halo_b77fe793_000_a93929bac66e,https://usehalo.com/guide/quotations/,Quotations,Billing,0,8,182,245,structural_h2,False,False,Quotations
halo_b77fe793_001_9e83fdfc291c,https://usehalo.com/guide/quotations/,Quotations,Billing,1,8,236,318,structural_h2,False,False,Quotations > Section 1
halo_b77fe793_002_cf3214e39dc2,https://usehalo.com/guide/quotations/,Quotations,Billing,2,8,236,318,structural_h2,False,False,Quotations > Section 2
halo_b77fe793_003_4e65226bb49d,https://usehalo.com/guide/quotations/,Quotations,Billing,3,8,236,318,structural_h2,False,False,Quotations > Section 3
halo_b77fe793_004_0ffab3b9e2fb,https://usehalo.com/guide/quotations/,Quotations,Billing,4,8,236,318,structural_h2,False,False,Quotations > Section 4
halo_b77fe793_005_0b4937d81e02,https://usehalo.com/guide/quotations/,Quotations,Billing,5,8,236,318,structural_h2,False,False,Quotations > Section 5
halo_b77fe793_006_acc34c1f86b4,https://usehalo.com/guide/quotations/,Quotations,Billing,6,8,236,318,structural_h2,False,False,Quotations > Section 6
halo_b77fe793_007_c499bd0ae7fb,https://usehalo.com/guide/quotations/,Quotations,Billing,7,8,236,318,structural_h2,False,False,Quotations > Section 7
halo_a86a007d_000_e56b452fe42e,https://usehalo.com/guide/sales-orders/,Sales Orders,Billing,0,4,79,106,structural_h2,False,False,Sales Orders
halo_a86a007d_001_0b39078d9020,https://usehalo.com/guide/sales-orders/,Sales Orders,Billing,1,4,227,306,structural_h2,False,False,Sales Orders > Section 1
halo_a86a007d_002_58e0301175c4,https://usehalo.com/guide/sales-orders/,Sales Orders,Billing,2,4,227,306,structural_h2,False,False,Sales Orders > Section 2
halo_a86a007d_003_7bc7c5c56e3a,https://usehalo.com/guide/sales-orders/,Sales Orders,Billing,3,4,227,306,structural_h2,False,False,Sales Orders > Section 3
halo_e2ff89b4_000_2b1f56ac0287,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,0,6,107,144,structural_h2,False,False,Purchase Orders
halo_e2ff89b4_001_be2e1584d5b4,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,1,6,184,248,structural_h2,False,False,Purchase Orders > Section 1
halo_e2ff89b4_002_a7a932759bdd,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,2,6,184,248,structural_h2,False,False,Purchase Orders > Section 2
halo_e2ff89b4_003_938ffcd31a02,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,3,6,184,248,structural_h2,False,False,Purchase Orders > Section 3
halo_e2ff89b4_004_e9dbbfff95c2,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,4,6,184,248,structural_h2,False,False,Purchase Orders > Section 4
halo_e2ff89b4_005_8cb8d8a1c676,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,5,6,184,248,structural_h2,False,False,Purchase Orders > Section 5
halo_af923406_000_910282b29a65,https://usehalo.com/guide/customer-contracts/,Customer Contracts,Billing,0,3,79,106,structural_h2,False,False,Customer Contracts
halo_af923406_001_c5c2686f478c,https://usehalo.com/guide/customer-contracts/,Customer Contracts,Billing,1,3,368,496,fixed_window,False,False,Customer Contracts > Section 1 > (part 1)
halo_af923406_002_4d3a5a69cc94,https://usehalo.com/guide/customer-contracts/,Customer Contracts,Billing,2,3,347,468,fixed_window,False,False,Customer Contracts > Section 1 > (part 2)
halo_ab17659b_000_4668ee505d7e,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,0,6,126,170,structural_h2,False,False,Supplier Contracts
halo_ab17659b_001_450aa7d613f1,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,1,6,217,292,structural_h2,False,False,Supplier Contracts > Section 1
halo_ab17659b_002_1c8df7784030,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,2,6,217,292,structural_h2,False,False,Supplier Contracts > Section 2
halo_ab17659b_003_ef6c509c0ab0,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,3,6,217,292,structural_h2,False,False,Supplier Contracts > Section 3
halo_ab17659b_004_0de6d90a4af6,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,4,6,217,292,structural_h2,False,False,Supplier Contracts > Section 4
halo_ab17659b_005_d449f4acd5f3,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,5,6,217,292,structural_h2,False,False,Supplier Contracts > Section 5
halo_bc2a22ff_000_e0c854276c1f,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,0,9,173,233,structural_h2,False,False,PDF Templates
halo_bc2a22ff_001_be2e1584d5b4,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,1,9,184,248,structural_h2,False,False,PDF Templates > Section 1
halo_bc2a22ff_002_a7a932759bdd,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,2,9,184,248,structural_h2,False,False,PDF Templates > Section 2
halo_bc2a22ff_003_938ffcd31a02,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,3,9,184,248,structural_h2,False,False,PDF Templates > Section 3
halo_bc2a22ff_004_e9dbbfff95c2,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,4,9,184,248,structural_h2,False,False,PDF Templates > Section 4
halo_bc2a22ff_005_8cb8d8a1c676,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,5,9,184,248,structural_h2,False,False,PDF Templates > Section 5
halo_bc2a22ff_006_4500c91da5c9,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,6,9,184,248,structural_h2,False,False,PDF Templates > Section 6
halo_bc2a22ff_007_3be9b0e39646,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,7,9,184,248,structural_h2,False,False,PDF Templates > Section 7
halo_bc2a22ff_008_5c4cb60c7a9c,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,8,9,184,248,structural_h2,False,False,PDF Templates > Section 8
halo_5397dea0_000_a75692f00ccf,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,0,7,186,251,structural_h2,False,False,Recurring Invoice Approvals
halo_5397dea0_001_4d1817a5bb7a,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,1,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 1
halo_5397dea0_002_2fe59298d79e,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,2,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 2
halo_5397dea0_003_d62c3603a7c9,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,3,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 3
halo_5397dea0_004_1429bbe823ae,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,4,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 4
halo_5397dea0_005_2f0afc1063a1,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,5,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 5
halo_5397dea0_006_36585737e89f,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,6,7,284,383,structural_h2,False,False,Recurring Invoice Approvals > Section 6
halo_67fa3299_000_3ccb17d68740,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,0,9,184,248,structural_h2,False,False,Contract Rules
halo_67fa3299_001_80e843c0577f,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,1,9,361,487,fixed_window,False,False,Contract Rules > Section 1 > (part 1)
halo_67fa3299_002_bed1ec90a1d2,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,2,9,81,109,fixed_window,False,False,Contract Rules > Section 1 > (part 2)
halo_67fa3299_003_2ea28e419386,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,3,9,361,487,fixed_window,False,False,Contract Rules > Section 2 > (part 1)
halo_67fa3299_004_81af2ce503ae,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,4,9,81,109,fixed_window,False,False,Contract Rules > Section 2 > (part 2)
halo_67fa3299_005_7004c8f54f05,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,5,9,361,487,fixed_window,False,False,Contract Rules > Section 3 > (part 1)
halo_67fa3299_006_41e853dd412d,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,6,9,81,109,fixed_window,False,False,Contract Rules > Section 3 > (part 2)
halo_67fa3299_007_a9d3fbb9a2e4,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,7,9,361,487,fixed_window,False,False,Contract Rules > Section 4 > (part 1)
halo_67fa3299_008_5f7ec32155c5,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,8,9,81,109,fixed_window,False,False,Contract Rules > Section 4 > (part 2)
halo_976637b0_000_87ae4192b7e5,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,0,8,203,274,structural_h2,False,False,Charge Rates
halo_976637b0_001_08d71eb931c3,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,1,8,255,344,structural_h2,False,False,Charge Rates > Section 1
halo_976637b0_002_a324741f353d,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,2,8,255,344,structural_h2,False,False,Charge Rates > Section 2
halo_976637b0_003_aebce9370b4d,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,3,8,255,344,structural_h2,False,False,Charge Rates > Section 3
halo_976637b0_004_aab2fc0bed09,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,4,8,255,344,structural_h2,False,False,Charge Rates > Section 4
halo_976637b0_005_bcbce9d0d80e,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,5,8,255,344,structural_h2,False,False,Charge Rates > Section 5
halo_976637b0_006_7dccc5dcdac7,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,6,8,255,344,structural_h2,False,False,Charge Rates > Section 6
halo_976637b0_007_a92be9e603ca,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,7,8,255,344,structural_h2,False,False,Charge Rates > Section 7
halo_481e6916_000_fa5aad359aee,https://usehalo.com/guide/billing-rules/,Billing Rules,Billing,0,3,79,106,structural_h2,False,False,Billing Rules
halo_481e6916_001_ff3360a2263b,https://usehalo.com/guide/billing-rules/,Billing Rules,Billing,1,3,357,481,structural_h2,False,False,Billing Rules > Section 1
halo_481e6916_002_87b688804be5,https://usehalo.com/guide/billing-rules/,Billing Rules,Billing,2,3,357,481,structural_h2,False,False,Billing Rules > Section 2
halo_e5f17c76_000_264d7501ef62,https://usehalo.com/guide/tax-codes/,Tax Codes,Billing,0,6,136,183,structural_h2,False,False,Tax Codes
halo_e5f17c76_001_9e83fdfc291c,https://usehalo.com/guide/tax-codes/,Tax Codes,Billing,1,6,236,318,structural_h2,False,False,Tax Codes > Section 1
